f;t;count;st_astext
11426;11217;1;LINESTRING(672825.51399984 6583041.76799415,669195.143999888 6588095.99299503)
16996;7630;1;LINESTRING(665496.272999903 6615449.44599562,663479.588999932 6609813.92599609)
11503;17146;1;LINESTRING(674338.754999817 6580876.52599374,665745.043999926 6591821.54399577)
11470;12161;1;LINESTRING(674623.823999814 6579711.16799367,670461.736999875 6584644.93399475)
21232;14765;1;LINESTRING(696835.374999024 6580052.15898326,675483.848999799 6578541.77299343)
9816;15793;1;LINESTRING(677970.218999763 6570466.16099275,669668.1309999 6573869.12299506)
23313;13761;1;LINESTRING(685498.142999535 6580587.24998964,679997.379999699 6578872.38499191)
15966;15165;1;LINESTRING(671975.209999862 6577549.24499444,676672.809999777 6577775.79499307)
16401;11254;1;LINESTRING(665797.973999925 6592311.10199576,668639.606999895 6588717.60399516)
10913;15012;1;LINESTRING(667938.312999912 6581330.91799539,674724.607999809 6581131.15899363)
11477;14432;1;LINESTRING(674001.589999823 6580564.49299384,676414.05299978 6579063.19299313)
16159;13150;1;LINESTRING(672078.10299986 6577575.68599441,677832.465999751 6578614.70599268)
14998;17186;1;LINESTRING(675282.292999799 6581025.93199346,665303.044999942 6581802.91399595)
15084;13252;1;LINESTRING(674901.847999809 6579713.69499359,677697.496999754 6578601.75999272)
15305;16034;1;LINESTRING(676847.042999773 6578063.85899301,672257.757999857 6577446.88399437)
15029;15207;1;LINESTRING(677246.970999764 6578229.67599288,672092.31599986 6577650.84599441)
16697;16872;1;LINESTRING(665368.232999923 6598571.8089958,666338.352999918 6592916.08499564)
15580;11517;1;LINESTRING(675777.510999797 6576500.23399337,674474.445999813 6581478.07299369)
11601;9894;1;LINESTRING(672823.531999842 6581844.01299416,680441.924999725 6561726.92799203)
15305;15214;1;LINESTRING(676847.042999773 6578063.85899301,671957.810999862 6577673.71299444)
15084;13834;1;LINESTRING(674901.847999809 6579713.69499359,680081.060999697 6579021.37399188)
11580;10972;1;LINESTRING(673057.085999842 6579215.27299413,668431.330999903 6583984.44199525)
11488;11215;1;LINESTRING(672467.784999845 6583581.91799424,668821.959999892 6588464.94599512)
15739;15207;1;LINESTRING(676699.846999777 6577669.13899306,672092.31599986 6577650.84599441)
13251;14794;1;LINESTRING(679649.002999707 6579073.13399203,675487.382999798 6579240.70499342)
16730;7440;1;LINESTRING(664957.496999931 6595588.34199591,663769.138999932 6606799.96999606)
11335;6749;1;LINESTRING(668333.519999904 6584362.19299527,661924.503999966 6589251.75599653)
16924;11410;1;LINESTRING(666531.666999919 6590171.36499562,672629.439999842 6583443.1759942)
15046;13702;1;LINESTRING(674731.111999808 6581502.17799362,682037.918999636 6583094.44999106)
15433;9790;1;LINESTRING(676729.263999785 6572936.74999312,678791.529999752 6566865.66599253)
15513;13843;1;LINESTRING(684496.210999577 6577054.14599015,681071.774999673 6578392.47199152)
14671;14655;1;LINESTRING(674733.869999811 6580139.43199363,676928.01599977 6578488.27199297)
16731;7404;1;LINESTRING(665004.011999931 6594813.5409959,663837.300999929 6608224.47299603)
16783;7562;1;LINESTRING(665151.750999906 6615816.19499569,663518.417999932 6609580.43899608)
9675;12198;1;LINESTRING(677875.38199979 6557059.13099297,671745.810999861 6580494.17999447)
13764;14589;1;LINESTRING(681170.943999668 6579285.53499146,676354.891999781 6579187.21899315)
16027;15165;1;LINESTRING(672407.004999855 6577238.72399433,676672.809999777 6577775.79499307)
11603;15775;1;LINESTRING(672681.344999845 6581180.39999421,670791.023999881 6576526.27399476)
16385;11208;1;LINESTRING(665649.896999926 6593061.67699579,666990.564999917 6586788.03299555)
15019;23650;1;LINESTRING(675076.064999803 6581109.41999352,685327.159999543 6579710.81098973)
15082;13378;1;LINESTRING(676046.400999782 6581791.06499321,678023.548999735 6584590.61699252)
11548;15240;1;LINESTRING(673937.634999824 6581015.64499386,675956.228999795 6575912.07599332)
16384;12144;1;LINESTRING(665063.908999931 6594656.29499589,669922.194999879 6587481.92099486)
15127;15891;1;LINESTRING(675344.232999803 6577636.94299348,669840.157999894 6576321.79499499)
14479;14801;1;LINESTRING(676452.742999771 6583829.10599305,675565.591999797 6579036.6839934)
11526;12084;1;LINESTRING(674055.026999819 6582508.8239938,671366.636999854 6589426.10699447)
16995;7562;1;LINESTRING(665538.675999902 6615302.48599561,663518.417999932 6609580.43899608)
11175;13063;1;LINESTRING(666743.095999914 6592751.48699555,671151.772999847 6596488.82799445)
13429;13519;1;LINESTRING(684032.181999585 6579725.1229903,684168.635999581 6579387.38899025)
15912;11581;1;LINESTRING(668912.592999907 6576009.61599522,673609.811999832 6579374.93999397)
16368;16812;1;LINESTRING(665897.852999924 6592356.97599574,665469.72699992 6600548.69899576)
9887;16994;1;LINESTRING(679832.932999726 6568069.07799215,665569.339999902 6615298.8599956)
11552;12079;1;LINESTRING(673229.295999835 6581404.00099405,670407.660999874 6585869.07499476)
23714;13841;1;LINESTRING(687217.008999488 6576046.24298893,680905.433999676 6579083.34999157)
11552;14772;1;LINESTRING(673229.295999835 6581404.00099405,675352.872999801 6579202.08099346)
11577;16964;1;LINESTRING(674611.25999981 6581656.70099365,665550.954999902 6615557.09199561)
12055;15010;1;LINESTRING(669875.083999879 6587512.34599487,674968.239999806 6580188.26299356)
16896;14923;1;LINESTRING(666663.279999924 6584859.36899564,675003.900999802 6582176.37399353)
12208;16492;1;LINESTRING(670215.438999883 6581020.55499485,666649.026999925 6583831.77699565)
15046;12136;1;LINESTRING(674731.111999808 6581502.17799362,670042.542999885 6580960.2779949)
13267;14589;1;LINESTRING(677482.338999758 6579052.89599279,676354.891999781 6579187.21899315)
12332;16808;1;LINESTRING(671492.382999859 6584721.90999449,665752.882999926 6591865.63199577)
16785;12194;1;LINESTRING(665470.004999903 6615266.15799563,670543.01599988 6579750.73399479)
16924;11530;1;LINESTRING(666531.666999919 6590171.36499562,672669.998999844 6582117.1079942)
16333;7400;1;LINESTRING(664098.038999922 6612813.91399594,663763.708999932 6606917.88299606)
14636;11482;1;LINESTRING(676143.353999785 6579303.06299321,673341.422999834 6581371.36399402)
11496;14912;1;LINESTRING(674332.131999816 6581245.28799374,677080.503999766 6578962.04299292)
13422;13150;1;LINESTRING(683835.023999592 6579444.77699039,677832.465999751 6578614.70599268)
12325;11650;1;LINESTRING(671970.398999852 6584280.77599436,672542.56099985 6579471.99899426)
16923;11631;1;LINESTRING(666294.882999922 6590342.46499567,672073.751999851 6584033.56899434)
12042;11581;1;LINESTRING(670372.997999878 6583304.08299479,673609.811999832 6579374.93999397)
11492;16737;1;LINESTRING(673988.148999823 6580931.26999384,665290.423999924 6597938.97499582)
17036;16745;1;LINESTRING(665808.877999925 6592215.74999576,665454.95699992 6600819.04199576)
16499;16964;1;LINESTRING(664492.582999929 6602208.52899595,665550.954999902 6615557.09199561)
10152;9708;1;LINESTRING(683869.535999617 6568959.78299058,677573.157999794 6558539.74399305)
16924;12423;1;LINESTRING(666531.666999919 6590171.36499562,671603.353999857 6585114.68999446)
10983;11517;1;LINESTRING(668103.845999912 6580397.08199536,674474.445999813 6581478.07299369)
16384;7670;1;LINESTRING(665063.908999931 6594656.29499589,663516.788999928 6612595.89099606)
11242;11631;1;LINESTRING(668258.858999899 6589001.48699524,672073.751999851 6584033.56899434)
13251;2454;1;LINESTRING(679649.002999707 6579073.13399203,673636.697999828 6581385.93899394)
7563;16748;1;LINESTRING(663765.18499993 6608700.58999604,665493.284999918 6601357.34499574)
16017;15326;1;LINESTRING(672395.604999855 6577230.58799433,677436.027999761 6578055.76299282)
16019;15324;1;LINESTRING(672217.683999858 6577432.89999438,677255.774999764 6577967.81299288)
15306;15324;1;LINESTRING(671821.485999864 6577867.52999448,677255.774999764 6577967.81299288)
12024;15710;1;LINESTRING(671342.712999861 6584423.15299453,676848.490999774 6577675.93799301)
15876;12376;1;LINESTRING(669726.973999896 6576462.40099502,669483.134999893 6580828.71599504)
16783;16037;1;LINESTRING(665151.750999906 6615816.19499569,671860.257999864 6577318.09099447)
12055;15497;1;LINESTRING(669875.083999879 6587512.34599487,676211.675999791 6575243.11599325)
16924;12240;1;LINESTRING(666531.666999919 6590171.36499562,671355.092999859 6586150.50999451)
11954;11595;1;LINESTRING(672091.627999842 6589664.35699427,673588.619999826 6583374.03199393)
16209;7188;1;LINESTRING(664542.606999949 6582262.6219961,659364.351999981 6595207.56799693)
7060;12375;1;LINESTRING(660037.427999983 6585623.44299688,669496.755999893 6580859.87599503)
12215;14545;1;LINESTRING(671626.772999858 6584254.61599446,675001.986999782 6593966.44399337)
14874;10698;1;LINESTRING(675124.590999806 6578361.45199354,676740.059999786 6571900.04599313)
15739;16084;1;LINESTRING(676699.846999777 6577669.13899306,671307.659999872 6577147.92699462)
16923;15525;1;LINESTRING(666294.882999922 6590342.46499567,683575.672999618 6572174.73999064)
10974;14793;1;LINESTRING(667623.012999918 6580204.28999547,675085.393999805 6579554.78399354)
6606;10972;1;LINESTRING(661549.270999973 6584232.00899663,668431.330999903 6583984.44199525)
13251;15010;1;LINESTRING(679649.002999707 6579073.13399203,674968.239999806 6580188.26299356)
14874;15454;1;LINESTRING(675124.590999806 6578361.45199354,676578.460999787 6573142.81999316)
17036;16696;1;LINESTRING(665808.877999925 6592215.74999576,665341.106999923 6598901.9229958)
12302;11553;1;LINESTRING(670867.962999876 6579048.78699471,673604.886999827 6582588.35699393)
1278;15260;1;LINESTRING(673213.644999837 6581065.86599406,675214.145999807 6577075.74199353)
11433;12107;1;LINESTRING(673808.657999823 6583182.22899387,669941.446999887 6581106.22199492)
15036;14433;1;LINESTRING(674788.46599981 6579821.14499362,676859.676999771 6578847.38799299)
12129;15067;1;LINESTRING(671952.676999852 6584485.02699437,674791.594999786 6593877.90599344)
8766;10967;1;LINESTRING(659991.574999991 6576861.44999694,667222.431999921 6581554.78699555)
16924;12174;1;LINESTRING(666531.666999919 6590171.36499562,671213.973999867 6581881.00799459)
16017;13150;1;LINESTRING(672395.604999855 6577230.58799433,677832.465999751 6578614.70599268)
13516;13519;1;LINESTRING(683772.570999594 6579366.03299042,684168.635999581 6579387.38899025)
13271;14589;1;LINESTRING(679931.163999701 6579035.55799193,676354.891999781 6579187.21899315)
13016;14520;1;LINESTRING(669742.769999869 6596594.39899481,675300.377999777 6593291.17199329)
16932;7440;1;LINESTRING(665726.609999916 6601378.6729957,663769.138999932 6606799.96999606)
7573;7440;1;LINESTRING(663994.820999923 6612882.51899596,663769.138999932 6606799.96999606)
14572;7404;1;LINESTRING(675830.427999785 6582947.26299326,663837.300999929 6608224.47299603)
13251;15441;1;LINESTRING(679649.002999707 6579073.13399203,684693.403999571 6576984.04499007)
11514;16748;1;LINESTRING(674476.252999815 6580338.27899371,665493.284999918 6601357.34499574)
14602;11609;1;LINESTRING(675132.328999789 6588843.8529934,672471.126999848 6581221.84599426)
11480;11645;1;LINESTRING(673597.89899983 6580997.89899395,674040.995999824 6579777.09799384)
16731;11232;1;LINESTRING(665004.011999931 6594813.5409959,668321.548999899 6588392.18599524)
15127;15775;1;LINESTRING(675344.232999803 6577636.94299348,670791.023999881 6576526.27399476)
7563;16812;1;LINESTRING(663765.18499993 6608700.58999604,665469.72699992 6600548.69899576)
11476;7627;1;LINESTRING(673671.969999829 6580537.50499394,663546.80299993 6610371.64499607)
16135;15702;1;LINESTRING(672839.071999849 6577033.25799422,677748.432999754 6578030.28099271)
15619;14433;1;LINESTRING(682268.460999641 6577949.03199106,676859.676999771 6578847.38799299)
17099;6671;1;LINESTRING(665526.63199992 6599896.50299575,663629.964999944 6596455.08799616)
11248;12414;1;LINESTRING(668118.497999901 6589103.65899528,671702.086999856 6584433.99899444)
11483;11475;1;LINESTRING(673563.78299983 6581082.44799396,672869.344999843 6580472.55899417)
12031;11575;1;LINESTRING(671008.382999867 6584501.58199462,674144.079999822 6579531.38699381)
10797;11599;1;LINESTRING(676634.001999789 6571451.83399317,673852.558999824 6582137.43199387)
9487;9074;1;LINESTRING(671761.153999877 6568736.30699459,668163.272999925 6568238.85699546)
13842;14972;1;LINESTRING(680898.526999675 6579395.71799157,674931.090999804 6581996.52099355)
12003;11856;1;LINESTRING(673414.027999827 6585086.13699395,672280.540999839 6589937.10199422)
17147;16812;1;LINESTRING(665736.972999926 6591775.95399578,665469.72699992 6600548.69899576)
16006;15259;1;LINESTRING(668310.878999913 6577357.10299534,675894.772999796 6576127.13699333)
16385;11227;1;LINESTRING(665649.896999926 6593061.67699579,668460.287999897 6588848.3769952)
18581;6213;1;LINESTRING(645117.612000035 6605521.75099859,649096.568000027 6601857.75899823)
9821;15873;1;LINESTRING(678160.57699976 6569866.0599927,670101.334999891 6575932.02199493)
14796;11642;1;LINESTRING(675197.642999804 6578810.26399351,672667.102999845 6581561.66399421)
11548;15259;1;LINESTRING(673937.634999824 6581015.64499386,675894.772999796 6576127.13699333)
11243;11411;1;LINESTRING(668414.983999897 6588881.41599521,672684.570999842 6582946.64899419)
16690;11605;1;LINESTRING(666277.830999929 6583777.38399573,672391.44599985 6581237.87799429)
13429;13455;1;LINESTRING(684032.181999585 6579725.1229903,684808.060999562 6579085.61798998)
119;14432;1;LINESTRING(674690.213999812 6580090.91099365,676414.05299978 6579063.19299313)
17147;16745;1;LINESTRING(665736.972999926 6591775.95399578,665454.95699992 6600819.04199576)
11248;11631;1;LINESTRING(668118.497999901 6589103.65899528,672073.751999851 6584033.56899434)
12031;13651;1;LINESTRING(671008.382999867 6584501.58199462,681568.77499965 6582575.84599126)
11491;11050;1;LINESTRING(673536.444999831 6580747.82899397,669180.010999894 6583111.17099509)
16958;7406;1;LINESTRING(664765.707999913 6613664.87799579,663786.12799993 6608612.35999604)
11204;14940;1;LINESTRING(666858.549999919 6586620.41999558,676473.970999774 6581800.24399307)
11577;8691;1;LINESTRING(674611.25999981 6581656.70099365,659386.035999996 6575779.31199704)
11461;15475;1;LINESTRING(673016.275999838 6582171.15299411,675066.422999812 6575692.17799359)
13017;7319;1;LINESTRING(669851.473999867 6596731.18699478,663706.775999931 6607577.78699606)
12302;15324;1;LINESTRING(670867.962999876 6579048.78699471,677255.774999764 6577967.81299288)
16017;15349;1;LINESTRING(672395.604999855 6577230.58799433,677483.213999759 6578031.0689928)
15794;14969;1;LINESTRING(671332.266999876 6573938.25599465,674962.170999805 6581164.03199355)
12301;11412;1;LINESTRING(670672.198999879 6579300.37399476,672729.246999841 6582977.16999417)
16385;12073;1;LINESTRING(665649.896999926 6593061.67699579,669577.089999883 6587877.82699494)
16731;16812;1;LINESTRING(665004.011999931 6594813.5409959,665469.72699992 6600548.69899576)
11492;12033;1;LINESTRING(673988.148999823 6580931.26999384,671990.639999844 6589561.6489943)
16385;12143;1;LINESTRING(665649.896999926 6593061.67699579,669623.901999883 6587613.28399493)
16385;12364;1;LINESTRING(665649.896999926 6593061.67699579,669752.50799988 6587767.8169949)
16731;11228;1;LINESTRING(665004.011999931 6594813.5409959,668512.050999896 6588810.62799519)
16162;12171;1;LINESTRING(672938.030999847 6577126.17299419,671214.056999868 6581368.5939946)
12334;14525;1;LINESTRING(670053.780999882 6583450.19099487,675672.50999979 6581749.50699333)
17147;17109;1;LINESTRING(665736.972999926 6591775.95399578,665499.95099992 6600159.70899575)
14874;10282;1;LINESTRING(675124.590999806 6578361.45199354,680444.989999722 6562972.27299201)
13400;16812;1;LINESTRING(679882.302999687 6586019.87599184,665469.72699992 6600548.69899576)
15914;15822;1;LINESTRING(668772.342999907 6577116.23199524,673130.550999849 6573911.02999417)
11948;12375;1;LINESTRING(672069.99099985 6584405.96199434,669496.755999893 6580859.87599503)
13249;15974;1;LINESTRING(677562.818999757 6578568.44699277,673374.148999842 6575489.72099408)
15739;16097;1;LINESTRING(676699.846999777 6577669.13899306,671510.701999868 6578070.73299456)
16923;16812;1;LINESTRING(666294.882999922 6590342.46499567,665469.72699992 6600548.69899576)
15249;14674;1;LINESTRING(673818.262999832 6577373.79199393,674898.300999806 6580803.31599358)
14874;10919;1;LINESTRING(675124.590999806 6578361.45199354,667432.350999916 6583959.20399548)
16779;10826;1;LINESTRING(666619.478999918 6590113.4399956,676347.315999796 6570625.98699327)
15739;16026;1;LINESTRING(676699.846999777 6577669.13899306,671712.426999865 6578059.6779945)
11483;14800;1;LINESTRING(673563.78299983 6581082.44799396,674985.139999808 6578854.68299358)
10923;11623;1;LINESTRING(668967.335999899 6582305.21999514,672511.023999848 6580796.39899426)
16385;16706;1;LINESTRING(665649.896999926 6593061.67699579,665567.93299992 6599665.04399574)
16923;11445;1;LINESTRING(666294.882999922 6590342.46499567,673034.946999836 6583024.38099409)
12336;14800;1;LINESTRING(670496.108999875 6584180.42799475,674985.139999808 6578854.68299358)
12922;13157;1;LINESTRING(672963.765999816 6597014.09099394,668614.181999881 6599478.03999506)
15739;16095;1;LINESTRING(676699.846999777 6577669.13899306,671348.53299987 6578210.7459946)
13251;14772;1;LINESTRING(679649.002999707 6579073.13399203,675352.872999801 6579202.08099346)
11582;15935;1;LINESTRING(673013.625999842 6579377.71999414,673484.85299984 6575904.99299405)
15463;11604;1;LINESTRING(676210.170999792 6574314.24599326,673863.086999828 6579451.9959939)
14770;9335;1;LINESTRING(675308.186999803 6578433.66299349,671017.797999884 6572019.26799475)
14874;11641;1;LINESTRING(675124.590999806 6578361.45199354,672533.849999847 6581605.04299424)
14636;13233;1;LINESTRING(676143.353999785 6579303.06299321,678048.814999747 6578422.44599261)
16444;17317;1;LINESTRING(665232.949999937 6586887.18699592,666310.637999925 6587351.06399569)
11481;14433;1;LINESTRING(673669.097999829 6580822.86799394,676859.676999771 6578847.38799299)
11773;16640;1;LINESTRING(673603.002999813 6591406.89499382,666028.008999942 6574116.01499587)
17099;16297;1;LINESTRING(665526.63199992 6599896.50299575,664096.090999927 6607780.71599598)
16206;11005;1;LINESTRING(664150.523999951 6583203.70799617,668934.114999896 6584263.48699513)
11491;15430;1;LINESTRING(673536.444999831 6580747.82899397,675552.090999806 6573689.37999347)
11492;12238;1;LINESTRING(673988.148999823 6580931.26999384,671293.87799986 6586127.77199452)
15739;16139;1;LINESTRING(676699.846999777 6577669.13899306,671717.472999866 6577415.84499451)
7399;16541;1;LINESTRING(663886.57199993 6606852.68799603,665359.874999921 6600974.46099578)
4180;3787;1;LINESTRING(657675.298000012 6566983.19099734,650342.332000041 6565397.78099823)
15082;11650;1;LINESTRING(676046.400999782 6581791.06499321,672542.56099985 6579471.99899426)
17037;10927;1;LINESTRING(665639.244999927 6592198.19599579,668358.063999904 6583945.56099527)
16384;16540;1;LINESTRING(665063.908999931 6594656.29499589,665558.838999918 6600966.88299574)
14797;12020;1;LINESTRING(675419.7649998 6578755.96299345,670371.300999875 6585094.76299477)
15767;14912;1;LINESTRING(670358.566999888 6575496.20999487,677080.503999766 6578962.04299292)
7424;11554;1;LINESTRING(663900.843999933 6604474.97499605,672156.678999852 6582501.32599434)
16730;7319;1;LINESTRING(664957.496999931 6595588.34199591,663706.775999931 6607577.78699606)
10909;14794;1;LINESTRING(668811.458999902 6581092.50199519,675487.382999798 6579240.70499342)
13596;14933;1;LINESTRING(682207.776999641 6578996.29999107,675145.0469998 6581667.16599349)
12031;14969;1;LINESTRING(671008.382999867 6584501.58199462,674962.170999805 6581164.03199355)
11492;14432;1;LINESTRING(673988.148999823 6580931.26999384,676414.05299978 6579063.19299313)
12336;16378;1;LINESTRING(670496.108999875 6584180.42799475,665209.021999941 6583694.41499595)
11481;12130;1;LINESTRING(673669.097999829 6580822.86799394,671540.790999857 6585376.14299447)
15513;13837;1;LINESTRING(684496.210999577 6577054.14599015,681018.744999674 6578560.80299154)
16333;7319;1;LINESTRING(664098.038999922 6612813.91399594,663706.775999931 6607577.78699606)
15396;15525;1;LINESTRING(676592.461999786 6573582.99099315,683575.672999618 6572174.73999064)
16730;16755;1;LINESTRING(664957.496999931 6595588.34199591,665453.395999918 6602636.13999574)
11461;16492;1;LINESTRING(673016.275999838 6582171.15299411,666649.026999925 6583831.77699565)
14636;15237;1;LINESTRING(676143.353999785 6579303.06299321,673145.984999844 6576925.85299413)
14874;13834;1;LINESTRING(675124.590999806 6578361.45199354,680081.060999697 6579021.37399188)
15396;9867;1;LINESTRING(676592.461999786 6573582.99099315,678793.161999748 6568931.3619925)
16353;11497;1;LINESTRING(664624.610999964 6565884.44999621,674282.235999822 6578505.22699379)
14797;16139;1;LINESTRING(675419.7649998 6578755.96299345,671717.472999866 6577415.84499451)
16923;12167;1;LINESTRING(666294.882999922 6590342.46499567,671355.111999866 6581238.32399456)
11689;14801;1;LINESTRING(674528.903999794 6592337.66399354,675565.591999797 6579036.6839934)
13792;14589;1;LINESTRING(681005.241999674 6578900.79299153,676354.891999781 6579187.21899315)
12129;14436;1;LINESTRING(671952.676999852 6584485.02699437,676260.547999776 6583274.70899312)
16027;15501;1;LINESTRING(672407.004999855 6577238.72399433,676320.66499979 6574416.56799323)
11178;15745;1;LINESTRING(667164.340999911 6590807.92699548,677613.105999762 6575251.0809928)
12208;16658;1;LINESTRING(670215.438999883 6581020.55499485,666302.915999927 6585524.60699571)
4054;4029;1;LINESTRING(648994.619000049 6553110.8189984,650151.014000048 6550493.78499829)
12003;11612;1;LINESTRING(673414.027999827 6585086.13699395,673975.700999825 6579482.35499386)
11491;15581;1;LINESTRING(673536.444999831 6580747.82899397,675998.789999793 6576215.8289933)
12139;14432;1;LINESTRING(671879.414999858 6580772.75199443,676414.05299978 6579063.19299313)
11248;11554;1;LINESTRING(668118.497999901 6589103.65899528,672156.678999852 6582501.32599434)
16779;16748;1;LINESTRING(666619.478999918 6590113.4399956,665493.284999918 6601357.34499574)
11248;11553;1;LINESTRING(668118.497999901 6589103.65899528,673604.886999827 6582588.35699393)
11243;12100;1;LINESTRING(668414.983999897 6588881.41599521,671403.500999864 6582386.44799454)
12994;7170;1;LINESTRING(672453.01999982 6599850.55999405,660509.702999976 6590791.24599677)
7624;16994;1;LINESTRING(663487.630999931 6610746.86099608,665569.339999902 6615298.8599956)
11948;11612;1;LINESTRING(672069.99099985 6584405.96199434,673975.700999825 6579482.35499386)
17147;15875;1;LINESTRING(665736.972999926 6591775.95399578,669598.041999897 6576623.81299505)
11552;15326;1;LINESTRING(673229.295999835 6581404.00099405,677436.027999761 6578055.76299282)
14671;14432;1;LINESTRING(674733.869999811 6580139.43199363,676414.05299978 6579063.19299313)
13777;15027;1;LINESTRING(681088.551999672 6578617.13999151,674799.55599981 6579741.29199362)
11521;15498;1;LINESTRING(674548.197999814 6580094.18999369,676258.294999791 6574695.76799324)
11491;12228;1;LINESTRING(673536.444999831 6580747.82899397,671209.254999861 6586242.22699455)
13422;14490;1;LINESTRING(683835.023999592 6579444.77699039,676912.609999771 6578447.37299298)
15531;12019;1;LINESTRING(676192.812999788 6577276.06199323,670247.816999877 6585480.2639948)
11491;12229;1;LINESTRING(673536.444999831 6580747.82899397,670978.396999865 6586305.9189946)
11577;15293;1;LINESTRING(674611.25999981 6581656.70099365,670744.603999887 6572162.93699481)
12003;11215;1;LINESTRING(673414.027999827 6585086.13699395,668821.959999892 6588464.94599512)
11461;15294;1;LINESTRING(673016.275999838 6582171.15299411,670200.190999895 6572245.83399495)
8069;6320;1;LINESTRING(656456.297999998 6597233.92499736,648859.166000028 6602244.80299825)
11491;15950;1;LINESTRING(673536.444999831 6580747.82899397,673429.077999841 6575577.37199407)
16385;11209;1;LINESTRING(665649.896999926 6593061.67699579,666782.29399992 6586446.6689956)
11302;11121;1;LINESTRING(669339.702999891 6584374.38299503,667403.974999907 6591700.67899541)
11521;15089;1;LINESTRING(674548.197999814 6580094.18999369,677236.192999764 6578418.01499288)
14636;13220;1;LINESTRING(676143.353999785 6579303.06299321,677815.94599975 6579407.53999267)
7563;16541;1;LINESTRING(663765.18499993 6608700.58999604,665359.874999921 6600974.46099578)
12301;16748;1;LINESTRING(670672.198999879 6579300.37399476,665493.284999918 6601357.34499574)
14935;14655;1;LINESTRING(674978.086999806 6580283.36699356,676928.01599977 6578488.27199297)
16448;12043;1;LINESTRING(665718.191999946 6573506.36899593,670983.796999867 6584550.27599462)
14928;15496;1;LINESTRING(674850.998999809 6579796.9059936,675032.134999813 6575633.7719936)
14932;11642;1;LINESTRING(674942.995999807 6580022.98399357,672667.102999845 6581561.66399421)
12189;11217;1;LINESTRING(671903.334999856 6582099.82299441,669195.143999888 6588095.99299503)
11178;16729;1;LINESTRING(667164.340999911 6590807.92699548,665015.04599993 6595954.47699589)
12031;12220;1;LINESTRING(671008.382999867 6584501.58199462,671172.730999872 6579022.48199463)
16019;15501;1;LINESTRING(672217.683999858 6577432.89999438,676320.66499979 6574416.56799323)
12189;12229;1;LINESTRING(671903.334999856 6582099.82299441,670978.396999865 6586305.9189946)
16643;15774;1;LINESTRING(664826.764999956 6572728.21299611,671163.389999875 6577027.69999466)
14479;12414;1;LINESTRING(676452.742999771 6583829.10599305,671702.086999856 6584433.99899444)
7399;16967;1;LINESTRING(663886.57199993 6606852.68799603,665040.77799991 6614025.65699573)
16385;11631;1;LINESTRING(665649.896999926 6593061.67699579,672073.751999851 6584033.56899434)
9917;10768;1;LINESTRING(679550.519999737 6565782.01799228,674743.076999825 6571635.91899374)
12278;11215;1;LINESTRING(669823.179999884 6584163.27699492,668821.959999892 6588464.94599512)
12226;17146;1;LINESTRING(671107.037999863 6586096.51299457,665745.043999926 6591821.54399577)
15739;16002;1;LINESTRING(676699.846999777 6577669.13899306,671778.046999869 6574528.55499453)
16610;16245;1;LINESTRING(665742.7459999 6615576.61299557,664245.534999917 6616052.64199588)
11600;11009;1;LINESTRING(672683.809999844 6581802.3269942,668290.462999907 6582139.0469953)
12031;11523;1;LINESTRING(671008.382999867 6584501.58199462,674273.287999819 6580585.78099377)
11492;11884;1;LINESTRING(673988.148999823 6580931.26999384,672678.779999835 6587705.29699413)
11957;14927;1;LINESTRING(673229.579999826 6587178.05899398,675860.780999785 6582525.69899326)
11491;12152;1;LINESTRING(673536.444999831 6580747.82899397,670941.048999866 6585432.20699462)
12189;15165;1;LINESTRING(671903.334999856 6582099.82299441,676672.809999777 6577775.79499307)
11243;11429;1;LINESTRING(668414.983999897 6588881.41599521,672895.167999838 6583369.13099412)
15204;11442;1;LINESTRING(671808.635999864 6577654.44999448,673907.934999821 6582765.99999384)
7060;12376;1;LINESTRING(660037.427999983 6585623.44299688,669483.134999893 6580828.71599504)
16924;12131;1;LINESTRING(666531.666999919 6590171.36499562,671564.523999857 6585278.24499446)
11520;15609;1;LINESTRING(674524.899999813 6581109.74299368,677056.525999777 6573096.68599301)
11302;16994;1;LINESTRING(669339.702999891 6584374.38299503,665569.339999902 6615298.8599956)
17036;12144;1;LINESTRING(665808.877999925 6592215.74999576,669922.194999879 6587481.92099486)
15862;15389;1;LINESTRING(673490.533999842 6574155.34799407,676272.291999786 6577318.0179932)
12193;13233;1;LINESTRING(671968.798999858 6580450.88799441,678048.814999747 6578422.44599261)
7399;17109;1;LINESTRING(663886.57199993 6606852.68799603,665499.95099992 6600159.70899575)
16995;7440;1;LINESTRING(665538.675999902 6615302.48599561,663769.138999932 6606799.96999606)
14667;11636;1;LINESTRING(676965.475999759 6584475.77199288,673674.997999827 6581608.36699392)
16719;7440;1;LINESTRING(665077.158999921 6603299.45899582,663769.138999932 6606799.96999606)
14572;15140;1;LINESTRING(675830.427999785 6582947.26299326,675476.323999801 6577567.96299344)
12415;11330;1;LINESTRING(671322.92999986 6585755.68599452,666822.178999915 6590351.85599556)
17036;7400;1;LINESTRING(665808.877999925 6592215.74999576,663763.708999932 6606917.88299606)
11521;14655;1;LINESTRING(674548.197999814 6580094.18999369,676928.01599977 6578488.27199297)
12193;17281;1;LINESTRING(671968.798999858 6580450.88799441,666282.667999931 6581840.77499575)
11248;15264;1;LINESTRING(668118.497999901 6589103.65899528,676122.479999791 6576323.86299326)
